시점,행정구역(시도)별,행정구역(기초)별,성별,연령별,노인인구수,치매환자수,치매환자유병률,최경도 환자,경도 환자,중등도 환자,중증 환자,알츠하이머 환자수,알츠하이머 환자유병률,혈관성치매 환자수,혈관성치매 환자유병률,기타 환자환자수,기타 환자유병률,경도인지장애 환자수,경도인지장애 환자유병률
2020,서울특별시,양천구,전체,75~79세,11087,1298.69,11.71,225.97,537.66,333.76,201.3,537.17,4.85,264.82,2.39,496.09,4.47,1610.56,14.53
2020,서울특별시,양천구,전체,80~84세,6874.5,1440.01,20.95,250.56,596.16,370.08,223.2,1125.47,16.37,52.92,0.77,261.18,3.8,3285.02,47.79
2020,서울특별시,양천구,전체,85세이상,4962.5,1921.17,38.71,334.28,795.36,493.74,297.78,1674.14,33.74,160.47,3.23,86.2,1.74,1108.19,22.33
2020,서울특별시,양천구,전체,60세이상,94177.5,5800.56,6.16,1009.3,2401.43,1490.74,899.09,4238.49,4.5,686.14,0.73,874.59,0.93,18314.87,19.45
2020,서울특별시,양천구,전체,65세이상,62000,5608.27,9.05,975.84,2321.82,1441.33,869.28,4238.49,6.84,493.85,0.8,874.59,1.41,13611.82,21.95
2020,서울특별시,양천구,남,60~64세,15381.5,173.81,1.13,30.24,71.96,44.67,26.94,0,0,173.81,1.13,0,0,3966.07,25.78
2020,서울특별시,양천구,남,65~69세,11054,204.5,1.85,35.58,84.66,52.56,31.7,183.5,1.66,0,0,21,0.19,1045.64,9.46
2020,서울특별시,양천구,남,70~74세,7821,364.46,4.66,63.42,150.89,93.67,56.49,348.03,4.45,15.64,0.2,0,0,1965.45,25.13
2020,서울특별시,양천구,남,75~79세,5008.5,462.28,9.23,80.44,191.38,118.81,71.65,148.75,2.97,214.36,4.28,99.17,1.98,342.71,6.84
2020,서울특별시,양천구,남,80~84세,2577,440.41,17.09,76.63,182.33,113.19,68.26,220.85,8.57,37.88,1.47,181.68,7.05,1305.67,50.67
2020,서울특별시,양천구,남,85세이상,1356,732.1,53.99,127.39,303.09,188.15,113.48,653.86,48.22,78.24,5.77,0,0,269.63,19.88
2020,서울특별시,양천구,남,60세이상,43198,2377.57,5.5,413.7,984.31,611.04,368.52,1555,3.6,519.94,1.2,301.85,0.7,8895.17,20.59
2020,서울특별시,양천구,남,65세이상,27816.5,2203.76,7.92,383.45,912.36,566.37,341.58,1555,5.59,346.13,1.24,301.85,1.09,4929.1,17.72
2020,서울특별시,양천구,여,60~64세,16796,18.48,0.11,3.22,7.65,4.75,2.86,0,0,18.48,0.11,0,0,736.97,4.39
2020,서울특별시,양천구,여,65~69세,11768,112.97,0.96,19.66,46.77,29.03,17.51,112.97,0.96,0,0,0,0,3035.39,25.79
2020,서울특별시,양천구,여,70~74세,8433,266.48,3.16,46.37,110.32,68.49,41.3,257.21,3.05,0,0,10.12,0.12,1561.57,18.52
2020,서울특별시,양천구,여,75~79세,6078.5,836.4,13.76,145.53,346.27,214.95,129.64,388.42,6.39,50.45,0.83,396.93,6.53,1267.85,20.86
2020,서울특별시,양천구,여,80~84세,4297.5,999.6,23.26,173.93,413.83,256.9,154.94,904.62,21.05,15.04,0.35,79.5,1.85,1979.35,46.06
2020,서울특별시,양천구,여,85세이상,3606.5,1189.06,32.97,206.9,492.27,305.59,184.3,1020.28,28.29,82.23,2.28,86.2,2.39,838.56,23.25
2020,서울특별시,양천구,여,60세이상,50979.5,3422.99,6.71,595.6,1417.12,879.71,530.56,2683.5,5.26,166.2,0.33,572.74,1.12,9419.69,18.48
2020,서울특별시,양천구,여,65세이상,34183.5,3404.52,9.96,592.39,1409.47,874.96,527.7,2683.5,7.85,147.72,0.43,572.74,1.68,8682.72,25.4
2020,서울특별시,강서구,전체,60~64세,43128,251.83,0.58,43.82,104.26,64.72,39.03,0,0,251.83,0.58,0,0,6179.99,14.33
2020,서울특별시,강서구,전체,65~69세,30562,419.97,1.37,73.07,173.87,107.93,65.1,392.95,1.29,0,0,27.02,0.09,5559.99,18.19
2020,서울특별시,강서구,전체,70~74세,22459,870.85,3.88,151.53,360.53,223.81,134.98,835.4,3.72,21.49,0.1,14.06,0.06,4869.26,21.68
2020,서울특별시,강서구,전체,75~79세,15114.5,1769.45,11.71,307.88,732.55,454.75,274.26,731.55,4.84,361.78,2.39,675.3,4.47,2192.52,14.51
2020,서울특별시,강서구,전체,80~84세,9362.5,1960.53,20.94,341.13,811.66,503.86,303.88,1531.51,16.36,72.19,0.77,356.25,3.81,4474.4,47.79
2020,서울특별시,강서구,전체,85세이상,6958,2699,38.79,469.63,1117.39,693.64,418.35,2352.37,33.81,225.88,3.25,120.25,1.73,1552.96,22.32
2020,서울특별시,강서구,전체,60세이상,127584,7971.64,6.25,1387.07,3300.26,2048.71,1235.6,5843.78,4.58,933.16,0.73,1192.88,0.93,24829.12,19.46
2020,서울특별시,강서구,전체,65세이상,84456,7719.81,9.14,1343.25,3196,1983.99,1196.57,5843.78,6.92,681.33,0.81,1192.88,1.41,18649.13,22.08
2020,서울특별시,강서구,남,60~64세,20038.5,226.44,1.13,39.4,93.75,58.2,35.1,0,0,226.44,1.13,0,0,5166.87,25.78
2020,서울특별시,강서구,남,65~69세,14222,263.11,1.85,45.78,108.93,67.62,40.78,236.09,1.66,0,0,27.02,0.19,1345.32,9.46
2020,서울특별시,강서구,남,70~74세,10743,500.62,4.66,87.11,207.26,128.66,77.6,478.06,4.45,21.49,0.2,0,0,2699.76,25.13
2020,서울특별시,강서구,남,75~79세,6850,632.26,9.23,110.01,261.76,162.49,98,203.45,2.97,293.18,4.28,135.63,1.98,468.72,6.84
2020,서울특별시,강서구,남,80~84세,3520,601.57,17.09,104.67,249.05,154.6,93.24,301.66,8.57,51.74,1.47,248.16,7.05,1783.45,50.67
2020,서울특별시,강서구,남,85세이상,1926.5,1040.12,53.99,180.98,430.61,267.31,161.22,928.96,48.22,111.16,5.77,0,0,383.07,19.88
2020,서울특별시,강서구,남,60세이상,57300,3264.11,5.7,567.96,1351.34,838.88,505.94,2148.22,3.75,704,1.23,410.81,0.72,11847.18,20.68
2020,서울특별시,강서구,남,65세이상,37261.5,3037.67,8.15,528.55,1257.6,780.68,470.84,2148.22,5.77,477.57,1.28,410.81,1.1,6680.31,17.93
2020,서울특별시,강서구,여,60~64세,23089.5,25.4,0.11,4.42,10.52,6.53,3.94,0,0,25.4,0.11,0,0,1013.12,4.39
2020,서울특별시,강서구,여,65~69세,16340,156.86,0.96,27.29,64.94,40.31,24.31,156.86,0.96,0,0,0,0,4214.67,25.79
2020,서울특별시,강서구,여,70~74세,11716,370.23,3.16,64.42,153.28,95.15,57.39,357.34,3.05,0,0,14.06,0.12,2169.5,18.52
2020,서울특별시,강서구,여,75~79세,8264.5,1137.2,13.76,197.87,470.8,292.26,176.27,528.1,6.39,68.6,0.83,539.67,6.53,1723.8,20.86
2020,서울특별시,강서구,여,80~84세,5842.5,1358.97,23.26,236.46,562.61,349.26,210.64,1229.85,21.05,20.45,0.35,108.09,1.85,2690.95,46.06
2020,서울특별시,강서구,여,85세이상,5031.5,1658.89,32.97,288.65,686.78,426.33,257.13,1423.41,28.29,114.72,2.28,120.25,2.39,1169.89,23.25
2020,서울특별시,강서구,여,60세이상,70284,4707.53,6.7,819.11,1948.92,1209.84,729.67,3695.56,5.26,229.16,0.33,782.07,1.11,12981.93,18.47
2020,서울특별시,강서구,여,65세이상,47194.5,4682.14,9.92,814.69,1938.41,1203.31,725.73,3695.56,7.83,203.76,0.43,782.07,1.66,11968.81,25.36
2020,서울특별시,구로구,전체,60~64세,30782.5,182.46,0.59,31.75,75.54,46.89,28.28,0,0,182.46,0.59,0,0,4467.99,14.51
2020,서울특별시,구로구,전체,65~69세,23042.5,317.28,1.38,55.21,131.35,81.54,49.18,296.77,1.29,0,0,20.51,0.09,4180.3,18.14
2020,서울특별시,구로구,전체,70~74세,17936,696.81,3.88,121.24,288.48,179.08,108.01,668.41,3.73,17.34,0.1,11.12,0.06,3894.53,21.71
2020,서울특별시,구로구,전체,75~79세,12725,1482.38,11.65,257.93,613.71,380.97,229.77,610.36,4.8,310.17,2.44,561.17,4.41,1823.2,14.33
2020,서울특별시,구로구,전체,80~84세,7526,1554.47,20.65,270.48,643.55,399.5,240.94,1187.61,15.78,61.93,0.82,304.49,4.05,3612.78,48
2020,서울특별시,구로구,전체,85세이상,4576.5,1804.1,39.42,313.91,746.9,463.65,279.64,1574.61,34.41,153.36,3.35,75.81,1.66,1016.81,22.22
2020,서울특별시,구로구,전체,60세이상,96588.5,6037.49,6.25,1050.52,2499.52,1551.63,935.81,4337.75,4.49,725.27,0.75,973.1,1.01,18995.6,19.67
2020,서울특별시,구로구,전체,65세이상,65806,5855.02,8.9,1018.77,2423.98,1504.74,907.53,4337.75,6.59,542.8,0.82,973.1,1.48,14527.61,22.08
2020,서울특별시,구로구,남,60~64세,14569,164.63,1.13,28.65,68.16,42.31,25.52,0,0,164.63,1.13,0,0,3756.57,25.78
2020,서울특별시,구로구,남,65~69세,10794.5,199.7,1.85,34.75,82.68,51.32,30.95,179.19,1.66,0,0,20.51,0.19,1021.09,9.46
2020,서울특별시,구로구,남,70~74세,8668.5,403.95,4.66,70.29,167.24,103.82,62.61,385.75,4.45,17.34,0.2,0,0,2178.43,25.13
2020,서울특별시,구로구,남,75~79세,5929,547.25,9.23,95.22,226.56,140.64,84.82,176.09,2.97,253.76,4.28,117.39,1.98,405.7,6.84
2020,서울특별시,구로구,남,80~84세,3178,543.12,17.09,94.5,224.85,139.58,84.18,272.35,8.57,46.72,1.47,224.05,7.05,1610.17,50.67
2020,서울특별시,구로구,남,85세이상,1404.5,758.29,53.99,131.94,313.93,194.88,117.53,677.25,48.22,81.04,5.77,0,0,279.27,19.88
2020,서울특별시,구로구,남,60세이상,44543.5,2616.94,5.88,455.35,1083.41,672.55,405.63,1690.63,3.8,563.48,1.27,361.95,0.81,9251.24,20.77
2020,서울특별시,구로구,남,65세이상,29974.5,2452.31,8.18,426.7,1015.26,630.24,380.11,1690.63,5.64,398.85,1.33,361.95,1.21,5494.67,18.33
2020,서울특별시,구로구,여,60~64세,16213.5,17.83,0.11,3.1,7.38,4.58,2.76,0,0,17.83,0.11,0,0,711.42,4.39
2020,서울특별시,구로구,여,65~69세,12248,117.58,0.96,20.46,48.68,30.22,18.22,117.58,0.96,0,0,0,0,3159.2,25.79
2020,서울특별시,구로구,여,70~74세,9267.5,292.85,3.16,50.96,121.24,75.26,45.39,282.66,3.05,0,0,11.12,0.12,1716.1,18.52
2020,서울특별시,구로구,여,75~79세,6796,935.13,13.76,162.71,387.14,240.33,144.95,434.26,6.39,56.41,0.83,443.78,6.53,1417.5,20.86
2020,서울특별시,구로구,여,80~84세,4348,1011.34,23.26,175.97,418.69,259.91,156.76,915.25,21.05,15.22,0.35,80.44,1.85,2002.61,46.06
2020,서울특별시,구로구,여,85세이상,3172,1045.81,32.97,181.97,432.97,268.77,162.1,897.36,28.29,72.32,2.28,75.81,2.39,737.53,23.25
2020,서울특별시,구로구,여,60세이상,52045,3420.55,6.57,595.18,1416.11,879.08,530.19,2647.12,5.09,161.78,0.31,611.15,1.17,9744.36,18.72
2020,서울특별시,구로구,여,65세이상,35831.5,3402.72,9.5,592.07,1408.73,874.5,527.42,2647.12,7.39,143.95,0.4,611.15,1.71,9032.94,25.21
2020,서울특별시,금천구,전체,60~64세,18589.5,114.59,0.62,19.94,47.44,29.45,17.76,0,0,114.59,0.62,0,0,2790.5,15.01
2020,서울특별시,금천구,전체,65~69세,13044.5,181.01,1.39,31.5,74.94,46.52,28.06,169.1,1.3,0,0,11.91,0.09,2340.82,17.94
2020,서울특별시,금천구,전체,70~74세,9964,385.66,3.87,67.1,159.66,99.11,59.78,369.98,3.71,9.44,0.09,6.29,0.06,2157.21,21.65
2020,서울특별시,금천구,전체,75~79세,7353.5,859.11,11.68,149.49,355.67,220.79,133.16,354.58,4.82,177.35,2.41,326.78,4.44,1061.26,14.43
2020,서울특별시,금천구,전체,80~84세,4158,860.13,20.69,149.66,356.09,221.05,133.32,658.79,15.84,33.98,0.82,167.12,4.02,1995.03,47.98
2020,서울특별시,금천구,전체,85세이상,2606.5,1026.68,39.39,178.64,425.05,263.86,159.14,896.02,34.38,87.21,3.35,43.27,1.66,579.24,22.22
2020,서울특별시,금천구,전체,60세이상,55716,3427.19,6.15,596.33,1418.86,880.79,531.21,2448.48,4.39,422.57,0.76,555.37,1,10924.05,19.61
2020,서울특별시,금천구,전체,65세이상,37126.5,3312.6,8.92,576.39,1371.42,851.34,513.45,2448.48,6.59,307.98,0.83,555.37,1.5,8133.56,21.91
2020,서울특별시,금천구,남,60~64세,9229.5,104.29,1.13,18.15,43.18,26.8,16.16,0,0,104.29,1.13,0,0,2379.8,25.78
2020,서울특별시,금천구,남,65~69세,6268,115.96,1.85,20.18,48.01,29.8,17.97,104.05,1.66,0,0,11.91,0.19,592.92,9.46
2020,서울특별시,금천구,남,70~74세,4720,219.95,4.66,38.27,91.06,56.53,34.09,210.04,4.45,9.44,0.2,0,0,1186.15,25.13
2020,서울특별시,금천구,남,75~79세,3371.5,311.19,9.23,54.15,128.83,79.98,48.23,100.13,2.97,144.3,4.28,66.76,1.98,230.7,6.84
2020,서울특별시,금천구,남,80~84세,1734.5,296.43,17.09,51.58,122.72,76.18,45.95,148.65,8.57,25.5,1.47,122.28,7.05,878.81,50.67
2020,서울특별시,금천구,남,85세이상,796,429.76,53.99,74.78,177.92,110.45,66.61,383.83,48.22,45.93,5.77,0,0,158.28,19.88
2020,서울특별시,금천구,남,60세이상,26119.5,1477.58,5.66,257.1,611.72,379.74,229.02,946.7,3.62,329.46,1.26,200.95,0.77,5426.65,20.78
2020,서울특별시,금천구,남,65세이상,16890,1373.29,8.13,238.95,568.54,352.94,212.86,946.7,5.61,225.17,1.33,200.95,1.19,3046.85,18.04
2020,서울특별시,금천구,여,60~64세,9360,10.3,0.11,1.79,4.26,2.65,1.6,0,0,10.3,0.11,0,0,410.7,4.39
2020,서울특별시,금천구,여,65~69세,6776.5,65.05,0.96,11.32,26.93,16.72,10.08,65.05,0.96,0,0,0,0,1747.9,25.79
2020,서울특별시,금천구,여,70~74세,5244,165.71,3.16,28.83,68.6,42.59,25.69,159.94,3.05,0,0,6.29,0.12,971.05,18.52
2020,서울특별시,금천구,여,75~79세,3982,547.92,13.76,95.34,226.84,140.82,84.93,254.45,6.39,33.05,0.83,260.02,6.53,830.56,20.86
2020,서울특별시,금천구,여,80~84세,2423.5,563.71,23.26,98.09,233.38,144.87,87.38,510.15,21.05,8.48,0.35,44.83,1.85,1116.22,46.06
2020,서울특별시,금천구,여,85세이상,1810.5,596.92,32.97,103.86,247.12,153.41,92.52,512.19,28.29,41.28,2.28,43.27,2.39,420.96,23.25
2020,서울특별시,금천구,여,60세이상,29596.5,1949.61,6.59,339.23,807.14,501.05,302.19,1501.78,5.07,93.11,0.31,354.42,1.2,5497.4,18.57
2020,서울특별시,금천구,여,65세이상,20236.5,1939.32,9.58,337.44,802.88,498.41,300.59,1501.78,7.42,82.81,0.41,354.42,1.75,5086.7,25.14
2020,서울특별시,영등포구,전체,60~64세,25687,156.45,0.61,27.22,64.77,40.21,24.25,0,0,156.45,0.61,0,0,3816.36,14.86
2020,서울특별시,영등포구,전체,65~69세,18600.5,258.06,1.39,44.9,106.84,66.32,40,241.09,1.3,0,0,16.97,0.09,3338.77,17.95
2020,서울특별시,영등포구,전체,70~74세,14712.5,569.15,3.87,99.03,235.63,146.27,88.22,546.02,3.71,13.9,0.09,9.32,0.06,3183.91,21.64
2020,서울특별시,영등포구,전체,75~79세,11147.5,1307.44,11.73,227.49,541.28,336.01,202.65,541.36,4.86,264.99,2.38,500.48,4.49,1624.51,14.57
2020,서울특별시,영등포구,전체,80~84세,7187.5,1484.09,20.65,258.23,614.41,381.41,230.03,1133.26,15.77,59.23,0.82,291.18,4.05,3450.63,48.01
2020,서울특별시,영등포구,전체,85세이상,4648,1845.64,39.71,321.14,764.09,474.33,286.07,1611.88,34.68,157.98,3.4,75.48,1.62,1030.55,22.17
2020,서울특별시,영등포구,전체,60세이상,81983,5620.84,6.86,978.03,2327.03,1444.56,871.23,4073.61,4.97,652.55,0.8,893.42,1.09,16444.73,20.06
2020,서울특별시,영등포구,전체,65세이상,56296,5464.38,9.71,950.8,2262.25,1404.35,846.98,4073.61,7.24,496.1,0.88,893.42,1.59,12628.37,22.43
2020,서울특별시,영등포구,남,60~64세,12568.5,142.02,1.13,24.71,58.8,36.5,22.01,0,0,142.02,1.13,0,0,3240.75,25.78
2020,서울특별시,영등포구,남,65~69세,8932,165.24,1.85,28.75,68.41,42.47,25.61,148.27,1.66,0,0,16.97,0.19,844.91,9.46
2020,서울특별시,영등포구,남,70~74세,6949,323.82,4.66,56.34,134.06,83.22,50.19,309.23,4.45,13.9,0.2,0,0,1746.31,25.13
2020,서울특별시,영등포구,남,75~79세,4999,461.41,9.23,80.29,191.02,118.58,71.52,148.47,2.97,213.96,4.28,98.98,1.98,342.06,6.84
2020,서울특별시,영등포구,남,80~84세,3042.5,519.96,17.09,90.47,215.26,133.63,80.59,260.74,8.57,44.72,1.47,214.5,7.05,1541.52,50.67
2020,서울특별시,영등포구,남,85세이상,1490,804.45,53.99,139.97,333.04,206.74,124.69,718.48,48.22,85.97,5.77,0,0,296.28,19.88
2020,서울특별시,영등포구,남,60세이상,37981,2416.91,6.36,420.54,1000.6,621.15,374.62,1585.19,4.17,500.58,1.32,330.45,0.87,8011.83,21.09
2020,서울특별시,영등포구,남,65세이상,25412.5,2274.89,8.95,395.83,941.8,584.65,352.61,1585.19,6.24,358.55,1.41,330.45,1.3,4771.08,18.77
2020,서울특별시,영등포구,여,60~64세,13118.5,14.43,0.11,2.51,5.97,3.71,2.24,0,0,14.43,0.11,0,0,575.61,4.39
2020,서울특별시,영등포구,여,65~69세,9668.5,92.82,0.96,16.15,38.43,23.85,14.39,92.82,0.96,0,0,0,0,2493.85,25.79
2020,서울특별시,영등포구,여,70~74세,7763.5,245.33,3.16,42.69,101.57,63.05,38.03,236.79,3.05,0,0,9.32,0.12,1437.6,18.52
2020,서울특별시,영등포구,여,75~79세,6148.5,846.03,13.76,147.21,350.26,217.43,131.13,392.89,6.39,51.03,0.83,401.5,6.53,1282.45,20.86
2020,서울특별시,영등포구,여,80~84세,4145,964.13,23.26,167.76,399.15,247.78,149.44,872.52,21.05,14.51,0.35,76.68,1.85,1909.11,46.06
2020,서울특별시,영등포구,여,85세이상,3158,1041.19,32.97,181.17,431.05,267.59,161.38,893.4,28.29,72,2.28,75.48,2.39,734.28,23.25
2020,서울특별시,영등포구,여,60세이상,44002,3203.93,7.28,557.48,1326.43,823.41,496.61,2488.41,5.66,151.97,0.35,562.97,1.28,8432.9,19.16
2020,서울특별시,영등포구,여,65세이상,30883.5,3189.5,10.33,554.97,1320.45,819.7,494.37,2488.41,8.06,137.54,0.45,562.97,1.82,7857.29,25.44
2020,서울특별시,동작구,전체,60~64세,27164,158.4,0.58,27.56,65.58,40.71,24.55,0,0,158.4,0.58,0,0,3887.8,14.31
2020,서울특별시,동작구,전체,65~69세,20038,273.75,1.37,47.63,113.33,70.35,42.43,256.37,1.28,0,0,17.37,0.09,3674.92,18.34
2020,서울특별시,동작구,전체,70~74세,16374.5,625.58,3.82,108.85,258.99,160.77,96.96,600.36,3.67,14.42,0.09,11,0.07,3508.93,21.43
2020,서울특별시,동작구,전체,75~79세,12343,1439.92,11.67,250.55,596.13,370.06,223.19,593.57,4.81,299.3,2.42,546.37,4.43,1774.78,14.38
2020,서울특별시,동작구,전체,80~84세,7675.5,1589.42,20.71,276.56,658.02,408.48,246.36,1219.45,15.89,62.42,0.81,307.1,4,3681.5,47.96
2020,서울특별시,동작구,전체,85세이상,5074,2008.9,39.59,349.55,831.68,516.29,311.38,1754.02,34.57,171.47,3.38,83.06,1.64,1125.95,22.19
2020,서울특별시,동작구,전체,60세이상,88669,6095.97,6.87,1060.7,2523.73,1566.66,944.88,4423.78,4.99,706.02,0.8,964.91,1.09,17653.88,19.91
2020,서울특별시,동작구,전체,65세이상,61505,5937.57,9.65,1033.14,2458.15,1525.96,920.32,4423.78,7.19,547.62,0.89,964.91,1.57,13766.08,22.38
2020,서울특별시,동작구,남,60~64세,12599.5,142.37,1.13,24.77,58.94,36.59,22.07,0,0,142.37,1.13,0,0,3248.74,25.78
2020,서울특별시,동작구,남,65~69세,9144,169.16,1.85,29.43,70.03,43.47,26.22,151.79,1.66,0,0,17.37,0.19,864.97,9.46
2020,서울특별시,동작구,남,70~74세,7210,335.99,4.66,58.46,139.1,86.35,52.08,320.85,4.45,14.42,0.2,0,0,1811.9,25.13
2020,서울특별시,동작구,남,75~79세,5706,526.66,9.23,91.64,218.04,135.35,81.63,169.47,2.97,244.22,4.28,112.98,1.98,390.44,6.84
2020,서울특별시,동작구,남,80~84세,3175,542.61,17.09,94.41,224.64,139.45,84.1,272.1,8.57,46.67,1.47,223.84,7.05,1608.65,50.67
2020,서울특별시,동작구,남,85세이상,1598.5,863.03,53.99,150.17,357.29,221.8,133.77,770.8,48.22,92.23,5.77,0,0,317.85,19.88
2020,서울특별시,동작구,남,60세이상,39433,2579.83,6.54,448.89,1068.05,663.02,399.87,1685,4.27,539.92,1.37,354.19,0.9,8242.55,20.9
2020,서울특별시,동작구,남,65세이상,26833.5,2437.45,9.08,424.12,1009.1,626.42,377.8,1685,6.28,397.54,1.48,354.19,1.32,4993.81,18.61
2020,서울특별시,동작구,여,60~64세,14564.5,16.02,0.11,2.79,6.63,4.12,2.48,0,0,16.02,0.11,0,0,639.06,4.39
2020,서울특별시,동작구,여,65~69세,10894,104.58,0.96,18.2,43.3,26.88,16.21,104.58,0.96,0,0,0,0,2809.95,25.79
2020,서울특별시,동작구,여,70~74세,9164.5,289.6,3.16,50.39,119.89,74.43,44.89,279.52,3.05,0,0,11,0.12,1697.03,18.52
2020,서울특별시,동작구,여,75~79세,6637,913.25,13.76,158.91,378.09,234.71,141.55,424.1,6.39,55.09,0.83,433.4,6.53,1384.34,20.86
2020,서울특별시,동작구,여,80~84세,4500.5,1046.82,23.26,182.15,433.38,269.03,162.26,947.36,21.05,15.75,0.35,83.26,1.85,2072.85,46.06
2020,서울특별시,동작구,여,85세이상,3475.5,1145.87,32.97,199.38,474.39,294.49,177.61,983.22,28.29,79.24,2.28,83.06,2.39,808.1,23.25
2020,서울특별시,동작구,여,60세이상,49236,3516.14,7.14,611.81,1455.68,903.65,545,2738.78,5.56,166.1,0.34,610.72,1.24,9411.33,19.11
2020,서울특별시,동작구,여,65세이상,34671.5,3500.12,10.1,609.02,1449.05,899.53,542.52,2738.78,7.9,150.08,0.43,610.72,1.76,8772.27,25.3
2020,서울특별시,관악구,전체,60~64세,32261,189.42,0.59,32.96,78.42,48.68,29.36,0,0,189.42,0.59,0,0,4644.66,14.4
2020,서울특별시,관악구,전체,65~69세,24836.5,340.28,1.37,59.21,140.88,87.45,52.74,318.53,1.28,0,0,21.74,0.09,4537.02,18.27
2020,서울특별시,관악구,전체,70~74세,20391.5,784.48,3.85,136.5,324.77,201.61,121.59,752.71,3.69,18.68,0.09,13.26,0.07,4393.66,21.55
2020,서울특별시,관악구,전체,75~79세,15530,1811.92,11.67,315.27,750.13,465.66,280.85,747,4.81,376.42,2.42,687.67,4.43,2233.7,14.38
2020,서울특별시,관악구,전체,80~84세,8699,1791.52,20.59,311.72,741.69,460.42,277.69,1362.14,15.66,72.54,0.83,356.35,4.1,4179.77,48.05
2020,서울특별시,관악구,전체,85세이상,4963.5,1960.8,39.5,341.18,811.77,503.93,303.92,1711.69,34.49,167.02,3.36,81.75,1.65,1102.13,22.2
2020,서울특별시,관악구,전체,60세이상,106681.5,6878.42,6.45,1196.85,2847.67,1767.75,1066.16,4892.08,4.59,824.08,0.77,1160.77,1.09,21090.95,19.77
2020,서울특별시,관악구,전체,65세이상,74420.5,6689,8.99,1163.89,2769.25,1719.07,1036.8,4892.08,6.57,634.65,0.85,1160.77,1.56,16446.29,22.1
2020,서울특별시,관악구,남,60~64세,15091.5,170.53,1.13,29.67,70.6,43.83,26.43,0,0,170.53,1.13,0,0,3891.3,25.78
2020,서울특별시,관악구,남,65~69세,11443.5,211.7,1.85,36.84,87.64,54.41,32.81,189.96,1.66,0,0,21.74,0.19,1082.49,9.46
2020,서울특별시,관악구,남,70~74세,9340.5,435.27,4.66,75.74,180.2,111.86,67.47,415.65,4.45,18.68,0.2,0,0,2347.31,25.13
2020,서울특별시,관악구,남,75~79세,7174.5,662.21,9.23,115.22,274.15,170.19,102.64,213.08,2.97,307.07,4.28,142.06,1.98,490.92,6.84
2020,서울특별시,관악구,남,80~84세,3758,642.24,17.09,111.75,265.89,165.06,99.55,322.06,8.57,55.24,1.47,264.94,7.05,1904.04,50.67
2020,서울특별시,관악구,남,85세이상,1543,833.07,53.99,144.95,344.89,214.1,129.13,744.03,48.22,89.03,5.77,0,0,306.81,19.88
2020,서울특별시,관악구,남,60세이상,48351,2955.02,6.11,514.17,1223.38,759.44,458.03,1884.79,3.9,640.56,1.32,428.74,0.89,10022.86,20.73
2020,서울특별시,관악구,남,65세이상,33259.5,2784.49,8.37,484.5,1152.78,715.61,431.6,1884.79,5.67,470.02,1.41,428.74,1.29,6131.56,18.44
2020,서울특별시,관악구,여,60~64세,17169.5,18.89,0.11,3.29,7.82,4.85,2.93,0,0,18.89,0.11,0,0,753.36,4.39
2020,서울특별시,관악구,여,65~69세,13393,128.57,0.96,22.37,53.23,33.04,19.93,128.57,0.96,0,0,0,0,3454.54,25.79
2020,서울특별시,관악구,여,70~74세,11051,349.21,3.16,60.76,144.57,89.75,54.13,337.06,3.05,0,0,13.26,0.12,2046.36,18.52
2020,서울특별시,관악구,여,75~79세,8355.5,1149.72,13.76,200.05,475.98,295.48,178.21,533.92,6.39,69.35,0.83,545.61,6.53,1742.78,20.86
2020,서울특별시,관악구,여,80~84세,4941,1149.28,23.26,199.97,475.8,295.36,178.14,1040.08,21.05,17.29,0.35,91.41,1.85,2275.74,46.06
2020,서울특별시,관악구,여,85세이상,3420.5,1127.74,32.97,196.23,466.88,289.83,174.8,967.66,28.29,77.99,2.28,81.75,2.39,795.31,23.25
2020,서울특별시,관악구,여,60세이상,58330.5,3923.4,6.73,682.67,1624.29,1008.31,608.13,3007.28,5.16,183.52,0.31,732.03,1.25,11068.09,18.97
2020,서울특별시,관악구,여,65세이상,41161,3904.52,9.49,679.39,1616.47,1003.46,605.2,3007.28,7.31,164.63,0.4,732.03,1.78,10314.72,25.06
2020,서울특별시,서초구,전체,60~64세,26175.5,152.29,0.58,26.5,63.05,39.14,23.6,0,0,152.29,0.58,0,0,3739.27,14.29
2020,서울특별시,서초구,전체,65~69세,19405.5,265.63,1.37,46.22,109.97,68.27,41.17,248.69,1.28,0,0,16.94,0.09,3549.35,18.29
2020,서울특별시,서초구,전체,70~74세,15555.5,599.4,3.85,104.3,248.15,154.05,92.91,575.1,3.7,14.38,0.09,10.04,0.06,3355.95,21.57
2020,서울특별시,서초구,전체,75~79세,10482,1210.75,11.55,210.67,501.25,311.16,187.67,494.97,4.72,263.36,2.51,451.88,4.31,1469.86,14.02
2020,서울특별시,서초구,전체,80~84세,6104,1247.99,20.45,217.15,516.67,320.73,193.44,937.39,15.36,52.55,0.86,257.72,4.22,2939.7,48.16
2020,서울특별시,서초구,전체,85세이상,4656,1849.96,39.73,321.89,765.88,475.44,286.74,1615.73,34.7,158.44,3.4,75.48,1.62,1032.14,22.17
2020,서울특별시,서초구,전체,60세이상,82378.5,5326.03,6.47,926.73,2204.98,1368.79,825.53,3871.88,4.7,641.03,0.78,812.05,0.99,16086.27,19.53
