시점,행정구역(시도)별,행정구역(기초)별,성별,연령별,노인인구수,치매환자수,치매환자유병률,최경도 환자,경도 환자,중등도 환자,중증 환자,알츠하이머 환자수,알츠하이머 환자유병률,혈관성치매 환자수,혈관성치매 환자유병률,기타 환자환자수,기타 환자유병률,경도인지장애 환자수,경도인지장애 환자유병률
2021,전라북도,진안군,남,65세이상,3847,433.64,11.27,75.45,179.53,111.45,67.21,311.78,8.1,64.72,1.68,57.05,1.48,764.59,19.87
2021,전라북도,진안군,여,60~64세,1264.5,1.39,0.11,0.24,0.58,0.36,0.22,0,0,1.39,0.11,0,0,55.48,4.39
2021,전라북도,진안군,여,65~69세,1071,10.28,0.96,1.79,4.26,2.64,1.59,10.28,0.96,0,0,0,0,276.25,25.79
2021,전라북도,진안군,여,70~74세,1037,32.77,3.16,5.7,13.57,8.42,5.08,31.63,3.05,0,0,1.24,0.12,192.03,18.52
2021,전라북도,진안군,여,75~79세,989.5,136.16,13.76,23.69,56.37,34.99,21.1,63.23,6.39,8.21,0.83,64.61,6.53,206.39,20.86
2021,전라북도,진안군,여,80~84세,1030,239.58,23.26,41.69,99.19,61.57,37.13,216.82,21.05,3.61,0.35,19.06,1.85,474.4,46.06
2021,전라북도,진안군,여,85세이상,966,318.49,32.97,55.42,131.85,81.85,49.37,273.28,28.29,22.02,2.28,23.09,2.39,224.61,23.25
2021,전라북도,진안군,여,60세이상,6358,738.67,11.62,128.53,305.81,189.84,114.49,595.24,9.36,35.23,0.55,108,1.7,1429.15,22.48
2021,전라북도,진안군,여,65세이상,5093.5,737.27,14.47,128.29,305.23,189.48,114.28,595.24,11.69,33.84,0.66,108,2.12,1373.67,26.97
2021,전라북도,무주군,전체,60~64세,2469.5,15.95,0.65,2.78,6.6,4.1,2.47,0,0,15.95,0.65,0,0,385.98,15.63
2021,전라북도,무주군,전체,65~69세,2043,28.82,1.41,5.01,11.93,7.41,4.47,26.85,1.31,0,0,1.96,0.1,358.07,17.53
2021,전라북도,무주군,전체,70~74세,1676.5,64.44,3.84,11.21,26.68,16.56,9.99,61.84,3.69,1.53,0.09,1.09,0.07,361,21.53
2021,전라북도,무주군,전체,75~79세,1633,196.3,12.02,34.16,81.27,50.45,30.43,82.91,5.08,35.19,2.15,78.11,4.78,252.73,15.48
2021,전라북도,무주군,전체,80~84세,1523.5,319.66,20.98,55.62,132.34,82.15,49.55,250.5,16.44,11.63,0.76,57.43,3.77,727.62,47.76
2021,전라북도,무주군,전체,85세이상,1213.5,472.5,38.94,82.22,195.62,121.43,73.24,411.96,33.95,39.69,3.27,20.77,1.71,270.56,22.3
2021,전라북도,무주군,전체,60세이상,10559,1097.67,10.4,191,454.44,282.1,170.14,834.05,7.9,103.99,0.98,159.37,1.51,2355.96,22.31
2021,전라북도,무주군,전체,65세이상,8089.5,1081.72,13.37,188.22,447.83,278,167.67,834.05,10.31,88.04,1.09,159.37,1.97,1969.97,24.35
2021,전라북도,무주군,남,60~64세,1297.5,14.66,1.13,2.55,6.07,3.77,2.27,0,0,14.66,1.13,0,0,334.56,25.78
2021,전라북도,무주군,남,65~69세,1034,19.13,1.85,3.33,7.92,4.92,2.96,17.16,1.66,0,0,1.96,0.19,97.81,9.46
2021,전라북도,무주군,남,70~74세,764.5,35.63,4.66,6.2,14.75,9.16,5.52,34.02,4.45,1.53,0.2,0,0,192.12,25.13
2021,전라북도,무주군,남,75~79세,627,57.87,9.23,10.07,23.96,14.87,8.97,18.62,2.97,26.84,4.28,12.41,1.98,42.9,6.84
2021,전라북도,무주군,남,80~84세,562.5,96.13,17.09,16.73,39.8,24.71,14.9,48.21,8.57,8.27,1.47,39.66,7.05,285,50.67
2021,전라북도,무주군,남,85세이상,344.5,186,53.99,32.36,77,47.8,28.83,166.12,48.22,19.88,5.77,0,0,68.5,19.88
2021,전라북도,무주군,남,60세이상,4630,409.42,8.84,71.24,169.5,105.22,63.46,284.13,6.14,71.17,1.54,54.04,1.17,1020.89,22.05
2021,전라북도,무주군,남,65세이상,3332.5,394.75,11.85,68.69,163.43,101.45,61.19,284.13,8.53,56.51,1.7,54.04,1.62,686.33,20.6
2021,전라북도,무주군,여,60~64세,1172,1.29,0.11,0.22,0.53,0.33,0.2,0,0,1.29,0.11,0,0,51.43,4.39
2021,전라북도,무주군,여,65~69세,1009,9.69,0.96,1.69,4.01,2.49,1.5,9.69,0.96,0,0,0,0,260.26,25.79
2021,전라북도,무주군,여,70~74세,912,28.82,3.16,5.01,11.93,7.41,4.47,27.82,3.05,0,0,1.09,0.12,168.88,18.52
2021,전라북도,무주군,여,75~79세,1006,138.43,13.76,24.09,57.31,35.58,21.46,64.28,6.39,8.35,0.83,65.69,6.53,209.83,20.86
2021,전라북도,무주군,여,80~84세,961,223.53,23.26,38.89,92.54,57.45,34.65,202.29,21.05,3.36,0.35,17.78,1.85,442.62,46.06
2021,전라북도,무주군,여,85세이상,869,286.51,32.97,49.85,118.61,73.63,44.41,245.84,28.29,19.81,2.28,20.77,2.39,202.05,23.25
2021,전라북도,무주군,여,60세이상,5929,688.26,11.61,119.76,284.94,176.88,106.68,549.92,9.28,32.82,0.55,105.33,1.78,1335.06,22.52
2021,전라북도,무주군,여,65세이상,4757,686.97,14.44,119.53,284.41,176.55,106.48,549.92,11.56,31.53,0.66,105.33,2.21,1283.64,26.98
2021,전라북도,장수군,전체,60~64세,2276,14.59,0.64,2.54,6.04,3.75,2.26,0,0,14.59,0.64,0,0,353.42,15.53
2021,전라북도,장수군,전체,65~69세,2012.5,28.26,1.4,4.92,11.7,7.26,4.38,26.36,1.31,0,0,1.91,0.09,354.94,17.64
2021,전라북도,장수군,전체,70~74세,1645,64.06,3.89,11.15,26.52,16.46,9.93,61.45,3.74,1.61,0.1,1.01,0.06,357.88,21.76
2021,전라북도,장수군,전체,75~79세,1456,174.64,11.99,30.39,72.3,44.88,27.07,73.63,5.06,31.66,2.17,69.26,4.76,224.15,15.4
2021,전라북도,장수군,전체,80~84세,1372,291.02,21.21,50.64,120.48,74.79,45.11,231.96,16.91,9.9,0.72,49.07,3.58,652.91,47.59
2021,전라북도,장수군,전체,85세이상,1129,442.02,39.15,76.91,183,113.6,68.51,385.56,34.15,37.33,3.31,19.05,1.69,251.33,22.26
2021,전라북도,장수군,전체,60세이상,9890.5,1014.6,10.26,176.54,420.04,260.75,157.26,778.96,7.88,95.1,0.96,140.29,1.42,2194.63,22.19
2021,전라북도,장수군,전체,65세이상,7614.5,1000.01,13.13,174,414,257,155,778.96,10.23,80.51,1.06,140.29,1.84,1841.21,24.18
2021,전라북도,장수군,남,60~64세,1185,13.39,1.13,2.33,5.54,3.44,2.08,0,0,13.39,1.13,0,0,305.55,25.78
2021,전라북도,장수군,남,65~69세,1005,18.59,1.85,3.24,7.7,4.78,2.88,16.68,1.66,0,0,1.91,0.19,95.07,9.46
2021,전라북도,장수군,남,70~74세,805.5,37.54,4.66,6.53,15.54,9.65,5.82,35.84,4.45,1.61,0.2,0,0,202.43,25.13
2021,전라북도,장수군,남,75~79세,567.5,52.38,9.23,9.11,21.69,13.46,8.12,16.85,2.97,24.29,4.28,11.24,1.98,38.83,6.84
2021,전라북도,장수군,남,80~84세,455.5,77.84,17.09,13.55,32.23,20.01,12.07,39.04,8.57,6.7,1.47,32.11,7.05,230.78,50.67
2021,전라북도,장수군,남,85세이상,332,179.25,53.99,31.19,74.21,46.07,27.78,160.09,48.22,19.16,5.77,0,0,66.02,19.88
2021,전라북도,장수군,남,60세이상,4350.5,378.99,8.71,65.94,156.9,97.4,58.74,268.51,6.17,65.14,1.5,45.26,1.04,938.67,21.58
2021,전라북도,장수군,남,65세이상,3165.5,365.6,11.55,63.61,151.36,93.96,56.67,268.51,8.48,51.75,1.63,45.26,1.43,633.12,20
2021,전라북도,장수군,여,60~64세,1091,1.2,0.11,0.21,0.5,0.31,0.19,0,0,1.2,0.11,0,0,47.87,4.39
2021,전라북도,장수군,여,65~69세,1007.5,9.67,0.96,1.68,4,2.49,1.5,9.67,0.96,0,0,0,0,259.87,25.79
2021,전라북도,장수군,여,70~74세,839.5,26.53,3.16,4.62,10.98,6.82,4.11,25.6,3.05,0,0,1.01,0.12,155.45,18.52
2021,전라북도,장수군,여,75~79세,888.5,122.26,13.76,21.27,50.61,31.42,18.95,56.78,6.39,7.37,0.83,58.02,6.53,185.32,20.86
2021,전라북도,장수군,여,80~84세,916.5,213.18,23.26,37.09,88.26,54.79,33.04,192.92,21.05,3.21,0.35,16.96,1.85,422.12,46.06
2021,전라북도,장수군,여,85세이상,797,262.77,32.97,45.72,108.79,67.53,40.73,225.47,28.29,18.17,2.28,19.05,2.39,185.31,23.25
2021,전라북도,장수군,여,60세이상,5540,635.61,11.47,110.6,263.14,163.35,98.52,510.45,9.21,29.95,0.54,95.03,1.72,1255.95,22.67
2021,전라북도,장수군,여,65세이상,4449,634.41,14.26,110.39,262.64,163.04,98.33,510.45,11.47,28.75,0.65,95.03,2.14,1208.08,27.15
2021,전라북도,임실군,전체,60~64세,2821.5,18.89,0.67,3.29,7.82,4.86,2.93,0,0,18.89,0.67,0,0,455.03,16.13
2021,전라북도,임실군,전체,65~69세,2273.5,32.61,1.43,5.67,13.5,8.38,5.05,30.31,1.33,0,0,2.3,0.1,388.45,17.09
2021,전라북도,임실군,전체,70~74세,2246.5,87.05,3.87,15.15,36.04,22.37,13.49,83.51,3.72,2.14,0.1,1.41,0.06,486.79,21.67
2021,전라북도,임실군,전체,75~79세,1989,236.72,11.9,41.19,98,60.84,36.69,99.19,4.99,44.66,2.25,92.75,4.66,300.5,15.11
2021,전라북도,임실군,전체,80~84세,1924.5,406.39,21.12,70.71,168.25,104.44,62.99,321.68,16.71,14.22,0.74,70.37,3.66,917.19,47.66
2021,전라북도,임실군,전체,85세이상,1552.5,604.77,38.95,105.23,250.37,155.43,93.74,527.29,33.96,50.82,3.27,26.54,1.71,346.09,22.29
2021,전라북도,임실군,전체,60세이상,12807.5,1386.43,10.83,241.24,573.98,356.31,214.9,1061.98,8.29,130.74,1.02,193.37,1.51,2894.05,22.6
2021,전라북도,임실군,전체,65세이상,9986,1367.54,13.69,237.95,566.16,351.46,211.97,1061.98,10.63,111.85,1.12,193.37,1.94,2439.02,24.42
2021,전라북도,임실군,남,60~64세,1548,17.49,1.13,3.04,7.24,4.5,2.71,0,0,17.49,1.13,0,0,399.15,25.78
2021,전라북도,임실군,남,65~69세,1212,22.42,1.85,3.9,9.28,5.76,3.48,20.12,1.66,0,0,2.3,0.19,114.65,9.46
2021,전라북도,임실군,남,70~74세,1070.5,49.89,4.66,8.68,20.65,12.82,7.73,47.64,4.45,2.14,0.2,0,0,269.02,25.13
2021,전라북도,임실군,남,75~79세,816,75.32,9.23,13.11,31.18,19.36,11.67,24.24,2.97,34.92,4.28,16.16,1.98,55.84,6.84
2021,전라북도,임실군,남,80~84세,668.5,114.25,17.09,19.88,47.3,29.36,17.71,57.29,8.57,9.83,1.47,47.13,7.05,338.7,50.67
2021,전라북도,임실군,남,85세이상,442,238.64,53.99,41.52,98.8,61.33,36.99,213.13,48.22,25.5,5.77,0,0,87.89,19.88
2021,전라북도,임실군,남,60세이상,5757,518,9,90.13,214.45,133.13,80.29,362.41,6.3,89.89,1.56,65.59,1.14,1265.24,21.98
2021,전라북도,임실군,남,65세이상,4209,500.51,11.89,87.09,207.21,128.63,77.58,362.41,8.61,72.4,1.72,65.59,1.56,866.1,20.58
2021,전라북도,임실군,여,60~64세,1273.5,1.4,0.11,0.24,0.58,0.36,0.22,0,0,1.4,0.11,0,0,55.88,4.39
2021,전라북도,임실군,여,65~69세,1061.5,10.19,0.96,1.77,4.22,2.62,1.58,10.19,0.96,0,0,0,0,273.8,25.79
2021,전라북도,임실군,여,70~74세,1176,37.16,3.16,6.47,15.38,9.55,5.76,35.87,3.05,0,0,1.41,0.12,217.76,18.52
2021,전라북도,임실군,여,75~79세,1173,161.4,13.76,28.08,66.82,41.48,25.02,74.95,6.39,9.74,0.83,76.6,6.53,244.66,20.86
2021,전라북도,임실군,여,80~84세,1256,292.15,23.26,50.83,120.95,75.08,45.28,264.39,21.05,4.4,0.35,23.24,1.85,578.49,46.06
2021,전라북도,임실군,여,85세이상,1110.5,366.13,32.97,63.71,151.58,94.1,56.75,314.16,28.29,25.32,2.28,26.54,2.39,258.21,23.25
2021,전라북도,임실군,여,60세이상,7050.5,868.44,12.32,151.11,359.53,223.19,134.61,699.56,9.92,40.85,0.58,127.79,1.81,1628.8,23.1
2021,전라북도,임실군,여,65세이상,5777,867.03,15.01,150.86,358.95,222.83,134.39,699.56,12.11,39.45,0.68,127.79,2.21,1572.92,27.23
2021,전라북도,순창군,전체,60~64세,2753,17.91,0.65,3.12,7.41,4.6,2.78,0,0,17.91,0.65,0,0,432.98,15.73
2021,전라북도,순창군,전체,65~69세,2172.5,30.36,1.4,5.28,12.57,7.8,4.71,28.33,1.3,0,0,2.03,0.09,386,17.77
2021,전라북도,순창군,전체,70~74세,2039,78.32,3.84,13.63,32.43,20.13,12.14,75.15,3.69,1.85,0.09,1.34,0.07,438.81,21.52
2021,전라북도,순창군,전체,75~79세,2010,242.9,12.08,42.26,100.56,62.42,37.65,103.01,5.12,42.33,2.11,97.42,4.85,315.04,15.67
2021,전라북도,순창군,전체,80~84세,1840,389.73,21.18,67.81,161.35,100.16,60.41,309.94,16.84,13.38,0.73,66.28,3.6,876.04,47.61
2021,전라북도,순창군,전체,85세이상,1364.5,531.85,38.98,92.54,220.19,136.69,82.44,463.74,33.99,44.72,3.28,23.29,1.71,304.13,22.29
2021,전라북도,순창군,전체,60세이상,12179,1291.07,10.6,224.65,534.5,331.8,200.12,980.18,8.05,120.2,0.99,190.36,1.56,2752.99,22.6
2021,전라북도,순창군,전체,65세이상,9426,1273.16,13.51,221.53,527.09,327.2,197.34,980.18,10.4,102.29,1.09,190.36,2.02,2320.02,24.61
2021,전라북도,순창군,남,60~64세,1459,16.49,1.13,2.87,6.83,4.24,2.56,0,0,16.49,1.13,0,0,376.2,25.78
2021,전라북도,순창군,남,65~69세,1067.5,19.75,1.85,3.44,8.18,5.08,3.06,17.72,1.66,0,0,2.03,0.19,100.98,9.46
2021,전라북도,순창군,남,70~74세,926,43.15,4.66,7.51,17.86,11.09,6.69,41.21,4.45,1.85,0.2,0,0,232.71,25.13
2021,전라북도,순창군,남,75~79세,743.5,68.63,9.23,11.94,28.41,17.64,10.64,22.08,2.97,31.82,4.28,14.72,1.98,50.87,6.84
2021,전라북도,순창군,남,80~84세,620,105.96,17.09,18.44,43.87,27.23,16.42,53.13,8.57,9.11,1.47,43.71,7.05,314.13,50.67
2021,전라북도,순창군,남,85세이상,390,210.56,53.99,36.64,87.17,54.11,32.64,188.06,48.22,22.5,5.77,0,0,77.55,19.88
2021,전라북도,순창군,남,60세이상,5206,464.53,8.92,80.83,192.32,119.38,72,322.2,6.19,81.78,1.57,60.46,1.16,1152.44,22.14
2021,전라북도,순창군,남,65세이상,3747,448.04,11.96,77.96,185.49,115.15,69.45,322.2,8.6,65.29,1.74,60.46,1.61,776.24,20.72
2021,전라북도,순창군,여,60~64세,1294,1.42,0.11,0.25,0.59,0.37,0.22,0,0,1.42,0.11,0,0,56.78,4.39
2021,전라북도,순창군,여,65~69세,1105,10.61,0.96,1.85,4.39,2.73,1.64,10.61,0.96,0,0,0,0,285.02,25.79
2021,전라북도,순창군,여,70~74세,1113,35.17,3.16,6.12,14.56,9.04,5.45,33.95,3.05,0,0,1.34,0.12,206.1,18.52
2021,전라북도,순창군,여,75~79세,1266.5,174.27,13.76,30.32,72.15,44.79,27.01,80.93,6.39,10.51,0.83,82.7,6.53,264.17,20.86
2021,전라북도,순창군,여,80~84세,1220,283.77,23.26,49.38,117.48,72.93,43.98,256.81,21.05,4.27,0.35,22.57,1.85,561.91,46.06
2021,전라북도,순창군,여,85세이상,974.5,321.29,32.97,55.9,133.02,82.57,49.8,275.69,28.29,22.22,2.28,23.29,2.39,226.58,23.25
2021,전라북도,순창군,여,60세이상,6973,826.54,11.85,143.82,342.19,212.42,128.11,657.98,9.44,38.42,0.55,129.9,1.86,1600.56,22.95
2021,전라북도,순창군,여,65세이상,5679,825.11,14.53,143.57,341.6,212.05,127.89,657.98,11.59,37,0.65,129.9,2.29,1543.78,27.18
2021,전라북도,고창군,전체,60~64세,5485,34.51,0.63,6,14.29,8.87,5.35,0,0,34.51,0.63,0,0,837.97,15.28
2021,전라북도,고창군,전체,65~69세,4377,60.97,1.39,10.61,25.24,15.67,9.45,56.93,1.3,0,0,4.05,0.09,781.15,17.85
2021,전라북도,고창군,전체,70~74세,4231.5,163.63,3.87,28.47,67.74,42.05,25.36,156.98,3.71,3.99,0.09,2.68,0.06,915.46,21.63
2021,전라북도,고창군,전체,75~79세,3983,476.08,11.95,82.84,197.1,122.35,73.79,200.17,5.03,87.88,2.21,187.79,4.71,608.07,15.27
2021,전라북도,고창군,전체,80~84세,3435.5,727.22,21.17,126.54,301.07,186.89,112.72,577.78,16.82,25.07,0.73,124.14,3.61,1636.01,47.62
2021,전라북도,고창군,전체,85세이상,2818.5,1077.24,38.22,187.44,445.98,276.85,166.97,937.66,33.27,88.83,3.15,50.54,1.79,631.63,22.41
2021,전라북도,고창군,전체,60세이상,24330.5,2539.65,10.44,441.9,1051.41,652.69,393.65,1929.52,7.93,240.28,0.99,369.19,1.52,5410.29,22.24
2021,전라북도,고창군,전체,65세이상,18845.5,2505.14,13.29,435.89,1037.13,643.82,388.3,1929.52,10.24,205.77,1.09,369.19,1.96,4572.32,24.26
2021,전라북도,고창군,남,60~64세,2791.5,31.54,1.13,5.49,13.06,8.11,4.89,0,0,31.54,1.13,0,0,719.78,25.78
2021,전라북도,고창군,남,65~69세,2129.5,39.4,1.85,6.85,16.31,10.12,6.11,35.35,1.66,0,0,4.05,0.19,201.44,9.46
2021,전라북도,고창군,남,70~74세,1994.5,92.94,4.66,16.17,38.48,23.89,14.41,88.76,4.45,3.99,0.2,0,0,501.23,25.13
2021,전라북도,고창군,남,75~79세,1589,146.66,9.23,25.52,60.72,37.69,22.73,47.19,2.97,68.01,4.28,31.46,1.98,108.73,6.84
2021,전라북도,고창군,남,80~84세,1165,199.1,17.09,34.64,82.43,51.17,30.86,99.84,8.57,17.13,1.47,82.13,7.05,590.26,50.67
2021,전라북도,고창군,남,85세이상,704,380.09,53.99,66.14,157.36,97.68,58.91,339.47,48.22,40.62,5.77,0,0,139.99,19.88
2021,전라북도,고창군,남,60세이상,10373.5,889.74,8.58,154.81,368.35,228.66,137.91,610.61,5.89,161.29,1.55,117.64,1.13,2261.42,21.8
2021,전라북도,고창군,남,65세이상,7582,858.19,11.32,149.33,355.29,220.56,133.02,610.61,8.05,129.74,1.71,117.64,1.55,1541.64,20.33
2021,전라북도,고창군,여,60~64세,2693.5,2.96,0.11,0.52,1.23,0.76,0.46,0,0,2.96,0.11,0,0,118.19,4.39
2021,전라북도,고창군,여,65~69세,2247.5,21.58,0.96,3.75,8.93,5.55,3.34,21.58,0.96,0,0,0,0,579.71,25.79
2021,전라북도,고창군,여,70~74세,2237,70.69,3.16,12.3,29.27,18.17,10.96,68.23,3.05,0,0,2.68,0.12,414.23,18.52
2021,전라북도,고창군,여,75~79세,2394,329.41,13.76,57.32,136.38,84.66,51.06,152.98,6.39,19.87,0.83,156.33,6.53,499.34,20.86
2021,전라북도,고창군,여,80~84세,2270.5,528.12,23.26,91.89,218.64,135.73,81.86,477.94,21.05,7.95,0.35,42,1.85,1045.75,46.06
2021,전라북도,고창군,여,85세이상,2114.5,697.15,32.97,121.3,288.62,179.17,108.06,598.19,28.29,48.21,2.28,50.54,2.39,491.65,23.25
2021,전라북도,고창군,여,60세이상,13957,1649.91,11.82,287.08,683.06,424.03,255.74,1318.91,9.45,78.99,0.57,251.55,1.8,3148.87,22.56
2021,전라북도,고창군,여,65세이상,11263.5,1646.95,14.62,286.57,681.84,423.27,255.28,1318.91,11.71,76.03,0.67,251.55,2.23,3030.68,26.91
2021,전라북도,부안군,전체,60~64세,5363,33.68,0.63,5.86,13.94,8.66,5.22,0,0,33.68,0.63,0,0,818.06,15.25
2021,전라북도,부안군,전체,65~69세,4367,61.02,1.4,10.62,25.26,15.68,9.46,56.95,1.3,0,0,4.08,0.09,775.87,17.77
2021,전라북도,부안군,전체,70~74세,4095.5,157.83,3.85,27.46,65.34,40.56,24.46,151.43,3.7,3.79,0.09,2.64,0.06,883.63,21.58
2021,전라북도,부안군,전체,75~79세,3561.5,424.56,11.92,73.87,175.77,109.11,65.81,178.13,5,79.45,2.23,166.77,4.68,540.19,15.17
2021,전라북도,부안군,전체,80~84세,2941.5,620.33,21.09,107.94,256.82,159.43,96.15,490.02,16.66,21.89,0.74,108.24,3.68,1402.49,47.68
2021,전라북도,부안군,전체,85세이상,2397.5,916.68,38.23,159.5,379.51,235.59,142.09,797.93,33.28,75.62,3.15,42.95,1.79,537.23,22.41
2021,전라북도,부안군,전체,60세이상,22726,2214.1,9.74,385.25,916.64,569.02,343.19,1674.45,7.37,214.42,0.94,324.68,1.43,4957.49,21.81
2021,전라북도,부안군,전체,65세이상,17363,2180.42,12.56,379.39,902.7,560.37,337.97,1674.45,9.64,180.74,1.04,324.68,1.87,4139.42,23.84
2021,전라북도,부안군,남,60~64세,2723.5,30.78,1.13,5.35,12.74,7.91,4.77,0,0,30.78,1.13,0,0,702.25,25.78
2021,전라북도,부안군,남,65~69세,2146,39.7,1.85,6.91,16.44,10.2,6.15,35.62,1.66,0,0,4.08,0.19,203,9.46
2021,전라북도,부안군,남,70~74세,1894,88.26,4.66,15.36,36.54,22.68,13.68,84.28,4.45,3.79,0.2,0,0,475.97,25.13
2021,전라북도,부안군,남,75~79세,1446,133.47,9.23,23.22,55.25,34.3,20.69,42.95,2.97,61.89,4.28,28.63,1.98,98.94,6.84
2021,전라북도,부안군,남,80~84세,1035,176.88,17.09,30.78,73.23,45.46,27.42,88.7,8.57,15.21,1.47,72.97,7.05,524.4,50.67
2021,전라북도,부안군,남,85세이상,600.5,324.21,53.99,56.41,134.22,83.32,50.25,289.56,48.22,34.65,5.77,0,0,119.41,19.88
2021,전라북도,부안군,남,60세이상,9845,793.29,8.06,138.03,328.42,203.88,122.96,541.11,5.5,146.32,1.49,105.68,1.07,2123.96,21.57
2021,전라북도,부안군,남,65세이상,7121.5,762.52,10.71,132.68,315.68,195.97,118.19,541.11,7.6,115.54,1.62,105.68,1.48,1421.71,19.96
2021,전라북도,부안군,여,60~64세,2639.5,2.9,0.11,0.51,1.2,0.75,0.45,0,0,2.9,0.11,0,0,115.82,4.39
2021,전라북도,부안군,여,65~69세,2221,21.32,0.96,3.71,8.83,5.48,3.3,21.32,0.96,0,0,0,0,572.88,25.79
2021,전라북도,부안군,여,70~74세,2201.5,69.57,3.16,12.1,28.8,17.88,10.78,67.15,3.05,0,0,2.64,0.12,407.66,18.52
2021,전라북도,부안군,여,75~79세,2115.5,291.09,13.76,50.65,120.51,74.81,45.12,135.18,6.39,17.56,0.83,138.14,6.53,441.25,20.86
2021,전라북도,부안군,여,80~84세,1906.5,443.45,23.26,77.16,183.59,113.97,68.74,401.32,21.05,6.67,0.35,35.27,1.85,878.1,46.06
2021,전라북도,부안군,여,85세이상,1797,592.47,32.97,103.09,245.28,152.27,91.83,508.37,28.29,40.97,2.28,42.95,2.39,417.83,23.25
2021,전라북도,부안군,여,60세이상,12881,1420.81,11.03,247.22,588.21,365.15,220.23,1133.34,8.8,68.11,0.53,219,1.7,2833.53,22
2021,전라북도,부안군,여,65세이상,10241.5,1417.9,13.84,246.72,587.01,364.4,219.78,1133.34,11.07,65.2,0.64,219,2.14,2717.71,26.54
2021,전라남도,전라남도,전체,60~64세,158945,1004.53,0.63,174.79,415.88,258.16,155.7,0,0,1004.53,0.63,0,0,24378.96,15.34
2021,전라남도,전라남도,전체,65~69세,118072.5,1654.88,1.4,287.95,685.12,425.31,256.51,1543.58,1.31,0,0,111.31,0.09,20886.08,17.69
2021,전라남도,전라남도,전체,70~74세,103131.5,3990.31,3.87,694.31,1651.99,1025.51,618.5,3828.11,3.71,97.51,0.09,65.25,0.06,22321.57,21.64
2021,전라남도,전라남도,전체,75~79세,87982,10492.42,11.93,1825.68,4343.86,2696.55,1626.33,4403.61,5.01,1959.38,2.23,4124.2,4.69,13357.97,15.18
2021,전라남도,전라남도,전체,80~84세,73824,15616.96,21.15,2717.35,6465.42,4013.56,2420.63,12395.68,16.79,540.56,0.73,2675.86,3.62,35162.97,47.63
2021,전라남도,전라남도,전체,85세이상,55269.5,21088.54,38.16,3669.41,8730.65,5419.75,3268.72,18353.3,33.21,1736.02,3.14,995.05,1.8,12391.77,22.42
2021,전라남도,전라남도,전체,60세이상,597224.5,53847.65,9.02,9369.49,22292.93,13838.85,8346.39,40524.27,6.79,5338.02,0.89,7971.66,1.33,128499.32,21.52
2021,전라남도,전라남도,전체,65세이상,438279.5,52843.11,12.06,9194.7,21877.05,13580.68,8190.68,40524.27,9.25,4333.48,0.99,7971.66,1.82,104120.36,23.76
2021,전라남도,전라남도,남,60~64세,81342.5,919.17,1.13,159.94,380.54,236.23,142.47,0,0,919.17,1.13,0,0,20973.92,25.78
2021,전라남도,전라남도,남,65~69세,58583,1083.79,1.85,188.58,448.69,278.53,167.99,972.48,1.66,0,0,111.31,0.19,5541.6,9.46
2021,전라남도,전라남도,남,70~74세,48757,2272.08,4.66,395.34,940.64,583.92,352.17,2169.69,4.45,97.51,0.2,0,0,12252.83,25.13
2021,전라남도,전라남도,남,75~79세,35627,3288.37,9.23,572.18,1361.39,845.11,509.7,1058.12,2.97,1524.84,4.28,705.41,1.98,2437.81,6.84
2021,전라남도,전라남도,남,80~84세,25194.5,4305.74,17.09,749.2,1782.58,1106.58,667.39,2159.17,8.57,370.36,1.47,1776.21,7.05,12765.1,50.67
2021,전라남도,전라남도,남,85세이상,13635.5,7361.81,53.99,1280.95,3047.79,1891.98,1141.08,6575.04,48.22,786.77,5.77,0,0,2711.32,19.88
2021,전라남도,전라남도,남,60세이상,263139.5,19230.95,7.31,3346.19,7961.61,4942.35,2980.8,12934.49,4.92,3698.65,1.41,2592.93,0.99,56682.58,21.54
2021,전라남도,전라남도,남,65세이상,181797,18311.78,10.07,3186.25,7581.08,4706.13,2838.33,12934.49,7.11,2779.48,1.53,2592.93,1.43,35708.66,19.64
2021,전라남도,전라남도,여,60~64세,77602.5,85.36,0.11,14.85,35.34,21.94,13.23,0,0,85.36,0.11,0,0,3405.04,4.39
2021,전라남도,전라남도,여,65~69세,59489.5,571.1,0.96,99.37,236.44,146.77,88.52,571.1,0.96,0,0,0,0,15344.48,25.79
2021,전라남도,전라남도,여,70~74세,54374.5,1718.23,3.16,298.97,711.35,441.59,266.33,1658.42,3.05,0,0,65.25,0.12,10068.74,18.52
2021,전라남도,전라남도,여,75~79세,52355,7204.05,13.76,1253.5,2982.48,1851.44,1116.63,3345.48,6.39,434.55,0.83,3418.78,6.53,10920.15,20.86
2021,전라남도,전라남도,여,80~84세,48629.5,11311.22,23.26,1968.15,4682.85,2906.98,1753.24,10236.51,21.05,170.2,0.35,899.65,1.85,22397.87,46.06
2021,전라남도,전라남도,여,85세이상,41634,13726.73,32.97,2388.45,5682.87,3527.77,2127.64,11778.26,28.29,949.26,2.28,995.05,2.39,9680.45,23.25
2021,전라남도,전라남도,여,60세이상,334085,34616.7,10.36,6023.31,14331.31,8896.49,5365.59,27589.77,8.26,1639.37,0.49,5378.73,1.61,71816.74,21.5
2021,전라남도,전라남도,여,65세이상,256482.5,34531.33,13.46,6008.45,14295.97,8874.55,5352.36,27589.77,10.76,1554,0.61,5378.73,2.1,68411.7,26.67
